,Long,Short
0,67.79325300330707,81.38925709336752
1,64.95557307774139,70.95360636506796
2,9.160791225171115,1.0575663139885543
3,-3.772349756689227,0.45588950703599407
4,7.15645343696551,7.46539655553347
5,74.05166539210629,69.07873406250698
6,81.10772271914406,67.49703281727619
7,57.20180278217964,72.17212373121038
8,70.71000090806264,68.3340320842708
9,73.66280899226548,67.64754411846141
10,68.63260372585694,67.33701138993169
11,3.6446255491462054,2.4589753053831553
12,-3.0938902982191063,4.540568543582404
13,1.7664221372110729,0.3460083424104021
14,68.68080907431691,76.19748220998233
15,-1.8559025457849674,-0.2495636486668511
16,-1.0112688447230629,-4.1957158117915
17,67.76717320587957,70.60086355048182
18,67.52826842619208,66.3420714680988
19,72.88347669151034,67.36083151913036
20,69.48293606046103,72.64055550610226
21,70.62616196315658,70.22901486798393
22,161.72271016459277,167.19784686031613
23,172.64122894082124,172.79996209105678
24,1.12925130058338,-4.373128809225184
25,78.76065834118045,74.61380285561982
26,161.19915604923398,169.57400004666508
27,199.52071792950406,204.36276443522277
28,200.3966850251099,201.2255151887586
29,71.24615315903436,74.40620303894374
30,65.08873518515337,80.02983543251872
31,77.90786964768972,72.47095176324581
32,6.9959474113590385,1.1627402502979705
33,76.55094789282481,76.9054314352989
34,4.702395029348894,1.5854983466249648
35,4.811959830588993,0.8601047876006089
36,82.70819119115582,69.43998667961473
37,75.4356137898076,72.5950980916921
38,-0.012097388348704108,9.054817160368936
39,10.636562568257654,-4.569997401800233
40,77.24201685563104,75.71869310104313
41,79.79064193904483,71.96381574626118
42,74.07783029176468,72.4567689332942
43,69.63843205653083,76.93039062385589
44,74.35485645128858,74.37150412536445
45,71.99434593649855,73.892481077663
46,70.73325020262797,74.62792410138107
47,79.34642056433213,72.02895758454939
48,66.45209528668286,62.72213079979579
49,-0.980730160748351,0.9224826410983988
50,6.252540647199033,5.768217265658956
51,5.112837328198434,12.274031644281434
52,-0.9248728700487245,2.3056065109900516
53,2.620066388667454,2.1529286568077084
54,4.823316261507246,1.9042778619017366
55,4.052465054602793,3.8893369084100664
56,70.16783623426889,62.131141417329744
57,-0.5325844186923399,5.367641724715366
58,0.6270960232498721,9.388044787199545
59,7.7369946854037615,1.1069203874261169
60,0.8920200754235208,5.012892651294971
61,2.9674623145479866,-3.938541134261461
62,3.105318069221752,4.700389362501392
63,10.665687532772342,-1.2757706761961765
64,6.105450839237805,3.0787578455557316
65,1.3809102452836237,3.841684108837595
66,7.10581880047819,12.342246983758415
67,0.2948286077244884,1.4818248737419946
68,8.610631458859501,3.153711012520777
69,0.8710579684707391,9.000387308457702
70,78.73025550653782,70.87420073819935
71,71.50743113336145,74.57304207558813
