,Long,Short
0,57.87147716290927,65.43889331738704
1,63.68726751088907,64.3466997909018
2,66.1618400949654,62.423291434639005
3,118.93920141758,113.21550475373064
4,102.35205627196007,92.0992613660981
5,10.747920831047914,10.899406279621566
6,61.11885559108275,66.3270523934794
7,5.012763678358214,10.693320419164237
8,61.74613300307081,66.57316355737646
9,60.533623819820065,64.46936946483802
10,62.92809213288455,65.66062081777181
11,1.235011432554555,4.74533148326649
12,9.988119691247684,9.524319870644671
13,3.7018634198348037,8.152086486138067
14,3.108167830695535,6.273404697647912
15,64.39530027175265,66.78946956876858
16,9.052236347955049,7.780294903977615
17,58.296300442298325,64.23841938724844
18,65.79878781805161,62.72225856871919
19,82.45023724341594,75.3928118205061
20,62.47886262486172,67.06954513620796
21,67.12468421579555,56.864136202064046
22,64.69199513947189,64.56189128685897
23,73.03733751804958,76.03976723254596
24,7.571393945399422,4.688472089963501
25,56.061577375339425,64.48148349893661
26,75.817585547319,75.93556216241774
27,77.00508625730394,78.33283324995081
28,68.82850245905554,73.26979938773856
29,73.10370228503518,78.96241135256618
30,76.12086233788958,75.39542758572652
31,74.09312356621824,80.81914158431053
32,72.75576680980083,77.12037314220514
33,83.9941584411225,73.13571586012421
34,73.90072200874471,73.87515996495236
35,74.15516754349593,71.75852511896696
36,4.219036191355744,3.7335649985256567
37,3.9687454431652855,7.497144733439558
38,2.5218048923475944,2.587355230404742
39,-0.46778958666325465,1.973028457463809
40,58.739769052005116,60.59842484612996
41,163.4723150245167,164.6426478127788
42,165.3195688602554,172.35458868053718
43,128.9681156134839,144.2435303848428
44,94.34680984535062,100.31590915925199
45,92.90431336337359,93.8380010891546
46,92.708069198954,93.87522758526536
47,78.37611708962194,75.91178371001496
48,1.7826349677897486,8.510082836257414
49,5.1853749797305575,11.133487417375342
50,5.405124553797268,6.097460944916634
51,18.168235583416287,6.561378955398695
52,112.59646126655132,107.09526090661289
53,97.66735494114246,91.92762084729378
54,59.76565182943879,61.19490022008836
55,6.9524254317029905,8.550155698604987
56,69.33178435167966,64.23649501375938
57,65.39602132262458,66.26696278655957
58,13.611130998198377,9.444451466048307
59,4.396981844707254,12.512855913160987
60,8.768707636938789,6.4838485383220545
61,8.59640065413686,7.717062575684694
62,10.523766186817475,7.200553356789262
63,7.939504580606969,5.879356290889104
64,-7.8546911149157115,-4.981646777077646
65,4.6503227563870535,3.4998114016907254
66,12.129022310561451,6.867502522646719
67,60.6396385433183,61.0552449632664
68,61.705808469170805,67.1961339683314
69,55.732344374560846,62.53573137556698
70,61.76380693776387,60.132685654180264
71,62.67308706839983,67.14203038665832
72,68.69400029506416,64.31829432079766
73,60.39236139448281,62.34945280874561
74,62.64536248483883,65.16115042840603
75,66.45637952211248,65.1721263331679
76,67.93752179584678,63.66047161160274
77,5.0727262466260825,7.184734732611763
78,69.96940317181163,62.01300061560324
79,58.66844666616266,64.71592925202376
80,65.61794935866848,64.287800536114
81,64.6594080067239,63.89423272366555
82,60.2203973821795,65.03180843358705
83,5.112476653736649,13.833644786011774
84,62.83369996725305,69.4044222794939
85,62.5763328084517,64.43573766887468
86,68.34636830174156,65.49713910262358
87,106.66585836859998,107.53579343200646
88,106.08336292529731,101.58315274684959
89,102.78867025492595,100.06881373845877
90,9.304179890763683,5.38916982656445
91,-0.4040500101618303,10.413193633582441
92,65.95694205345676,62.21330489252783
93,59.020204650584404,65.1637424842318
94,7.790459578569306,5.20245406164921
95,6.80601154336305,10.421531948133202
96,11.046639185753627,5.69952574265398
97,64.58731039110046,62.39074356399522
98,9.31063474447504,3.0762015752964817
99,7.093390136297897,10.769494236489296
100,4.9139837664904755,3.190721056725267
101,8.60225091628076,6.797814941093179
